Charge Type,Charge Group,Charge Category ,Charge Code,Charge Name,Base Rate,QATARI,GCC,Resident,SHC-GCC,RHC-GCC,SHC,RHC,Visitor,Servant,Handicap,Baby
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002002,Multivitamin and Minerals (PreserVision Eye,2.6,0,2.6,2.6,2.6,2.6,2.6,2.6,3.51,2.6,2.6,2.6
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002007,Clopidogrel/Aspirin (Coplavix) 75mg/75mg TAB,22.488,0,22.488,22.488,22.488,22.488,22.488,22.488,30.359,22.488,22.488,22.488
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002009,Vismodegib (Erivedge) 150 mg Cap,675.71,0,675.71,675.71,675.71,675.71,675.71,675.71,912.209,675.71,675.71,675.71
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002010,Disulfiram 200mg TAB,1.19,0,1.19,1.19,1.19,1.19,1.19,1.19,1.607,1.19,1.19,1.19
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002011,Serenoa Repens 160 mg TAB,2.209,0,2.209,2.209,2.209,2.209,2.209,2.209,2.982,2.209,2.209,2.209
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002012,Alitretinoin (Panretin gel) 0.1% (60 gm) GEL,6726.9,0,6726.9,6726.9,6726.9,6726.9,6726.9,6726.9,9081.315,6726.9,6726.9,6726.9
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002013,Trazodone 50mg TAB,0.487,0,0.487,0.487,0.487,0.487,0.487,0.487,0.657,0.487,0.487,0.487
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002016,Lansoprazole (Prevacid) 15mg (delayed releas,29.132,0,29.132,29.132,29.132,29.132,29.132,29.132,39.328,29.132,29.132,29.132
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002018,Fesoterodine Fumarate (Toviaz) 8 mg (sustained release) TAB,4.273,0,4.273,4.273,4.273,4.273,4.273,4.273,5.768,4.273,4.273,4.273
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002020,Alpha Lipoic Acid 200 mg Tablet,1.308,0,1.308,1.308,1.308,1.308,1.308,1.308,1.766,1.308,1.308,1.308
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002026,Febuxostat.80mg TAB,3.747,0,3.747,3.747,3.747,3.747,3.747,3.747,5.058,3.747,3.747,3.747
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002028,Sodium Potassium Phosphate (Na 160 mg/K 280 mg /P 250 mg) (1.5 gm) SACHET,1.092,0,1.092,1.092,1.092,1.092,1.092,1.092,1.475,1.092,1.092,1.092
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002030,Magnesium Gluconate 200mg (10.8 elemental Mg)/mL (100 mL) SOL,43.7,0,43.7,43.7,43.7,43.7,43.7,43.7,58.995,43.7,43.7,43.7
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002031,Cholecalciferol 4500 units/mL (10 mL) Oral Drops,36.415,0,36.415,36.415,36.415,36.415,36.415,36.415,49.16,36.415,36.415,36.415
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002033,Sodium Citrate/Citric Acid (Cytra-2) 500 Mg/334 Mg/5 Ml (473 Ml) Sol,431.021,0,431.021,431.021,431.021,431.021,431.021,431.021,581.879,431.021,431.021,431.021
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002034,"ZINC ACETATE 20MG / 5ML, 50 ML ORAL SYRUP",77.813,0,77.813,77.813,77.813,77.813,77.813,77.813,105.048,77.813,77.813,77.813
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002037,Fluticasone Propionate 44mcg/puff (120 dose) MDI,749.166,0,749.166,749.166,749.166,749.166,749.166,749.166,1011.374,749.166,749.166,749.166
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002040,Torsemide 20 mg (Demadex) TAB,0.444,0,0.444,0.444,0.444,0.444,0.444,0.444,0.599,0.444,0.444,0.444
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002042,Olmesartan/Amlodipine (Vocado) 40mg/10mg TAB,4.23,0,4.23,4.23,4.23,4.23,4.23,4.23,5.711,4.23,4.23,4.23
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002044,lacosamide (Vimpat) 50mg TAB,3.84,0,3.84,3.84,3.84,3.84,3.84,3.84,5.184,3.84,3.84,3.84
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002046,Amlodipine/Valsartan/HCT (Exforge HCT) 5mg/1,3.911,0,3.911,3.911,3.911,3.911,3.911,3.911,5.279,3.911,3.911,3.911
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002048,"Vitamin D2 (ergocalciferol, Calciferol BD) 20,000 units CAP",0.36,0,0.36,0.36,0.36,0.36,0.36,0.36,0.486,0.36,0.36,0.36
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002052,Lansoprazole (Zoton FasTab) 30mg (dispersibl,1.067,0,1.067,1.067,1.067,1.067,1.067,1.067,1.441,1.067,1.067,1.067
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002055,Nigella Sativa Seeds (Nigella Sativa D 3) CAP,0.75,0,0.75,0.75,0.75,0.75,0.75,0.75,1.013,0.75,0.75,0.75
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002056,"Torsemide (Torasemide, Unat Cor) 5 mg Tab",0.191,0,0.191,0.191,0.191,0.191,0.191,0.191,0.257,0.191,0.191,0.191
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002057,Lercanidipine hydrochloride 10 mg TAB,0.43,0,0.43,0.43,0.43,0.43,0.43,0.43,0.581,0.43,0.43,0.43
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002060,Emollient Lotion,77.25,0,77.25,77.25,77.25,77.25,77.25,77.25,104.288,77.25,77.25,77.25
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002062,Rifaximin 550mg TAB,23.097,0,23.097,23.097,23.097,23.097,23.097,23.097,31.181,23.097,23.097,23.097
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002064,Amlodipine/Valsartan (Exforge) 5mg/80mg TAB,3.23,0,3.23,3.23,3.23,3.23,3.23,3.23,4.361,3.23,3.23,3.23
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002067,Cicabio 40 mL CRM,40.958,0,40.958,40.958,40.958,40.958,40.958,40.958,55.293,40.958,40.958,40.958
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002071,pazopanib 200mg Tab,102.428,0,102.428,102.428,102.428,102.428,102.428,102.428,138.278,102.428,102.428,102.428
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002072,Azithromycin (Zithromax) 40mg/mL (22.5 mL) SUSP,43.371,0,43.371,43.371,43.371,43.371,43.371,43.371,58.551,43.371,43.371,43.371
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002073,Azelastine 0.1% 137mcg/0.137mL (34 mL) Nasal,44.646,0,44.646,44.646,44.646,44.646,44.646,44.646,60.273,44.646,44.646,44.646
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002074,Amlodipine 5 mg TAB,5.826,0,5.826,5.826,5.826,5.826,5.826,5.826,7.865,5.826,5.826,5.826
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002076,Interferon beta-1a (Rebif) 44mcg/0.5mL (132m,4060.77,0,4060.77,4060.77,4060.77,4060.77,4060.77,4060.77,5482.04,4060.77,4060.77,4060.77
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002080,Amantadine 100mg CAPSULE,7.352,0,7.352,7.352,7.352,7.352,7.352,7.352,9.925,7.352,7.352,7.352
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002081,Carbidopa/levodopa (Sinemet) 10mg/100mg TAB,2.812,0,2.812,2.812,2.812,2.812,2.812,2.812,3.797,2.812,2.812,2.812
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002082,Nicardipine 2.5mg/mL (10 mL) INJ,131.36,0,131.36,131.36,131.36,131.36,131.36,131.36,177.336,131.36,131.36,131.36
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002084,Emtricitabine/Rilpivirine/Tenofovir (Eviplera) 200mg/25mg/245mg TAB,122.035,0,122.035,122.035,122.035,122.035,122.035,122.035,164.747,122.035,122.035,122.035
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002089,Vandetanib (Caprelsa) 300mg TAB,579.19,0,579.19,579.19,579.19,579.19,579.19,579.19,781.907,579.19,579.19,579.19
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002092,Urea/Salicylic Acid/Lactic Acid 10%/1.5%/1% 200 mL CRM,74.5,0,74.5,74.5,74.5,74.5,74.5,74.5,100.575,74.5,74.5,74.5
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002096,Mirtazapine (Remeron) 30mg (orally disintegr,3.53,0,3.53,3.53,3.53,3.53,3.53,3.53,4.766,3.53,3.53,3.53
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002097,Pramipexole Dihydrochloride Monohydrate 1.5 mg (sustained release) TAB,10.55,0,10.55,10.55,10.55,10.55,10.55,10.55,14.243,10.55,10.55,10.55
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002099,Metformin (Ratiopharm) 500mg TAB,0.436,0,0.436,0.436,0.436,0.436,0.436,0.436,0.588,0.436,0.436,0.436
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002101,Rufinamide 100 mg Film Coated TAB,2.433,0,2.433,2.433,2.433,2.433,2.433,2.433,3.284,2.433,2.433,2.433
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002104,ASS- PROTECT  ( ACETLYL SALYCILATE 100 MG )TAB,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.27,0.2,0.2,0.2
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002107,Repaglinide (Repaglinid - 1 A Pharma) 0.5mg,1.281,0,1.281,1.281,1.281,1.281,1.281,1.281,1.729,1.281,1.281,1.281
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002109,Hydrochlorothiazide (BETA PHARM) 25mg Tablet,0.285,0,0.285,0.285,0.285,0.285,0.285,0.285,0.385,0.285,0.285,0.285
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002110,Ramipril (RamiLich) 2.5mg Tablet,0.203,0,0.203,0.203,0.203,0.203,0.203,0.203,0.274,0.203,0.203,0.203
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002111,ZZ- TRITACE 10 MG  ( RAMIPRIL )  TAB,2.123,0,2.123,2.123,2.123,2.123,2.123,2.123,2.866,2.123,2.123,2.123
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002112,Ascorbic Acid/Acetyl Tyrosine/Zinc Sulfate (High Potency) 30 mL,330,0,330,330,330,330,330,330,445.5,330,330,330
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002114,Emollients (Eucerin sensitive skin pH5) Loti,44.23,0,44.23,44.23,44.23,44.23,44.23,44.23,59.711,44.23,44.23,44.23
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002117,Hydralazine 100mg TAB,0.53,0,0.53,0.53,0.53,0.53,0.53,0.53,0.716,0.53,0.53,0.53
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002119,ISOSORBIDE MONO NITRATE 40 MG  LONG ACTING TAB,1.317,0,1.317,1.317,1.317,1.317,1.317,1.317,1.777,1.317,1.317,1.317
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002121,"ZZ-MAGONATE ( MAGNESIUM SUPPLEMENT ) , 335 ML",113.58,0,113.58,113.58,113.58,113.58,113.58,113.58,153.333,113.58,113.58,113.58
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002122,Glibenclamide (GlyBURIDE) 5 mg TABLET,0.77,0,0.77,0.77,0.77,0.77,0.77,0.77,1.04,0.77,0.77,0.77
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002124,Clofazimine 50 mg CAP,3.613,0,3.613,3.613,3.613,3.613,3.613,3.613,4.877,3.613,3.613,3.613
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002125,metFORMIN 500 mg XR (GLUCOPHAGE XR) TAB,202.444,0,202.444,202.444,202.444,202.444,202.444,202.444,273.3,202.444,202.444,202.444
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002127,ZZ-METOPROLOL 50 MG TAB,10.36,0,10.36,10.36,10.36,10.36,10.36,10.36,13.986,10.36,10.36,10.36
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002128,TICAGRELOR 90 MG,6.64,0,6.64,6.64,6.64,6.64,6.64,6.64,8.964,6.64,6.64,6.64
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002132,Pentosan Polysulfate Sodium (Elmiron) 100mg CAP,9.19,0,9.19,9.19,9.19,9.19,9.19,9.19,12.406,9.19,9.19,9.19
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002133,Saxagliptin (Onglyza) 2.5mg TAB,5.28,0,5.28,5.28,5.28,5.28,5.28,5.28,7.128,5.28,5.28,5.28
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002134,Mesalazine (Pentasa Xtend) 2000mg (prolonged,5.31,0,5.31,5.31,5.31,5.31,5.31,5.31,7.169,5.31,5.31,5.31
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002135,Nutritional supplements (Fortisip Compact) 2.4Kcal/mL (125 mL) SOL,7.48,0,7.48,7.48,7.48,7.48,7.48,7.48,10.098,7.48,7.48,7.48
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002136,Ziv-Aflibercept 25 mg/mL Inj,3748.55,0,3748.55,3748.55,3748.55,3748.55,3748.55,3748.55,5060.543,3748.55,3748.55,3748.55
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002137,Cytidine Monophasphate/Uridine Phosphate Sodium (Nucleo C.M.P Forte) 5mg/3mg INJ,7.467,0,7.467,7.467,7.467,7.467,7.467,7.467,10.08,7.467,7.467,7.467
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002138,Cytidine Monophasphate/Uridine Phosphate Sodium (Nucleo C.M.P Forte) 5mg/3mg CAP,2.541,0,2.541,2.541,2.541,2.541,2.541,2.541,3.431,2.541,2.541,2.541
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002140,Aspirin 75 mg EC TAB,0.103,0,0.103,0.103,0.103,0.103,0.103,0.103,0.139,0.103,0.103,0.103
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002141,Atorvastatin 40mg (film-coated) TAB,0.23,0,0.23,0.23,0.23,0.23,0.23,0.23,0.311,0.23,0.23,0.23
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002143,Sage leaf dried extract (Sweatosan) 80mg TABLET,0.608,0,0.608,0.608,0.608,0.608,0.608,0.608,0.821,0.608,0.608,0.608
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002144,Trofosfamide (Ixoten) 50 mg TAB,26.38,0,26.38,26.38,26.38,26.38,26.38,26.38,35.613,26.38,26.38,26.38
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002145,Levodopa/Carbidopa 100mg/25mg TABLET,3.175,0,3.175,3.175,3.175,3.175,3.175,3.175,4.287,3.175,3.175,3.175
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002147,Chlorpheniramine 10mg/mL (1 mL) INJ,14.5,0,14.5,14.5,14.5,14.5,14.5,14.5,19.575,14.5,14.5,14.5
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002154,DIPHENHYDRAMINE HCL 25 MG  TABLET,0.98,0,0.98,0.98,0.98,0.98,0.98,0.98,1.323,0.98,0.98,0.98
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002155,Dapagliflozin (Forxiga) 10mg (film coated) TAB,5.293,0,5.293,5.293,5.293,5.293,5.293,5.293,7.146,5.293,5.293,5.293
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002156,Amifampridine (Firdapse) 10 mg TAB,112.119,0,112.119,112.119,112.119,112.119,112.119,112.119,151.36,112.119,112.119,112.119
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002157,Rivaroxaban 15 mg Film Coated TAB,14.505,0,14.505,14.505,14.505,14.505,14.505,14.505,19.581,14.505,14.505,14.505
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002158,Certolizumab pegol (Cimzia) 200mg/mL PFS INJ,1932.09,0,1932.09,1932.09,1932.09,1932.09,1932.09,1932.09,2608.322,1932.09,1932.09,1932.09
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002159,Chenodeoxycholic Acid (Xenbilox) 250mg CAP,141.137,0,141.137,141.137,141.137,141.137,141.137,141.137,190.536,141.137,141.137,141.137
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002160,Citalopram (Ciprramil) 40mg TAB,2.5,0,2.5,2.5,2.5,2.5,2.5,2.5,3.375,2.5,2.5,2.5
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002161,Arginine 500 mg TAB,1.842,0,1.842,1.842,1.842,1.842,1.842,1.842,2.486,1.842,1.842,1.842
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002165,Amlodipine/Benazepril 2.5 Mg/10 Mg Cap,20.044,0,20.044,20.044,20.044,20.044,20.044,20.044,27.059,20.044,20.044,20.044
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002166,AmLODIPine/Valsartan/Hydrochlorothiazide (Ex,3.91,0,3.91,3.91,3.91,3.91,3.91,3.91,5.279,3.91,3.91,3.91
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002168,PrednisoLONE 1mg/mL (120 mL) SOL,316.22,0,316.22,316.22,316.22,316.22,316.22,316.22,426.897,316.22,316.22,316.22
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002169,Pomalidomide (Pomalyst) 4mg CAP,1660,0,1660,1660,1660,1660,1660,1660,2241,1660,1660,1660
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002170,Regorafenib (Stivarga) 40mg TAB,80.387,0,80.387,80.387,80.387,80.387,80.387,80.387,108.522,80.387,80.387,80.387
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002173,Dimethyl Fumarate 120  mg  (delayed release) CAP,45,0,45,45,45,45,45,45,60.75,45,45,45
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002174,Testosterone (Testogel) 25mg/2.5gm (gel) Sachet,7.05,0,7.05,7.05,7.05,7.05,7.05,7.05,9.518,7.05,7.05,7.05
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002175,Dimethyl Fumarate 240  mg  (delayed release) CAP,74.5,0,74.5,74.5,74.5,74.5,74.5,74.5,100.575,74.5,74.5,74.5
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002176,Dalterparin Sodium (Fragmin) 500 Units/0.3 mL SOL,30.973,0,30.973,30.973,30.973,30.973,30.973,30.973,41.813,30.973,30.973,30.973
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002177,"Dalterparin Sodium (Fragmin) 10,000 Units/0.4 ML SOL",29.271,0,29.271,29.271,29.271,29.271,29.271,29.271,39.516,29.271,29.271,29.271
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002178,Estradiol/levonorgestrel 50mcg/10mcg (FemSev,13.647,0,13.647,13.647,13.647,13.647,13.647,13.647,18.423,13.647,13.647,13.647
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002179,Tadalafil 20 mg Film Coated TAB (Adcirca),50.166,0,50.166,50.166,50.166,50.166,50.166,50.166,67.724,50.166,50.166,50.166
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002180,Prednisolone 20 Mg  Application  Foam Enema,16.05,0,16.051,16.051,16.051,16.051,16.051,16.051,21.668,16.051,16.051,16.051
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002181,Saxagliptin 2.5 mg /Metformin 1000 mg TAB,2.339,0,2.339,2.339,2.339,2.339,2.339,2.339,3.157,2.339,2.339,2.339
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002182,Acetyl L-Carnitine 500 mg CAP,3.649,0,3.649,3.649,3.649,3.649,3.649,3.649,4.926,3.649,3.649,3.649
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002183,Flunarizine 5mg TAB,1.32,0,1.32,1.32,1.32,1.32,1.32,1.32,1.782,1.32,1.32,1.32
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002184,Rotigotine (Neupro) 6 mg/24Hr (13.5 mg) Tran,21.16,0,21.16,21.16,21.16,21.16,21.16,21.16,28.566,21.16,21.16,21.16
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002185,Sennosides 8.6mg TAB,1.65,0,1.65,1.65,1.65,1.65,1.65,1.65,2.228,1.65,1.65,1.65
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002187,Hydralazine 50mg TAB,1.15,0,1.15,1.15,1.15,1.15,1.15,1.15,1.553,1.15,1.15,1.15
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002188,Isosorbide Dinitrate 30mg TAB,4.73,0,4.73,4.73,4.73,4.73,4.73,4.73,6.386,4.73,4.73,4.73
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002190,Chloramphenicol 250mg CAP,37.271,0,37.271,37.271,37.271,37.271,37.271,37.271,50.316,37.271,37.271,37.271
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002191,ONE ALPHA ( ALFACALCIDOL 0.25 MCG ) CAP,0.94,0,0.94,0.94,0.94,0.94,0.94,0.94,1.269,0.94,0.94,0.94
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002192,Alginate Na/Alginate Mg (Gaviscon Infant) 225mg/87.5mg (650 mg) Sachet,1.14,0,1.14,1.14,1.14,1.14,1.14,1.14,1.539,1.14,1.14,1.14
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002195,Creatine Monohydrate  1 gm CAP,0.855,0,0.855,0.855,0.855,0.855,0.855,0.855,1.155,0.855,0.855,0.855
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002196,Rifaximin (Xifaxanta) 200 mg TAB,9.322,0,9.322,9.322,9.322,9.322,9.322,9.322,12.584,9.322,9.322,9.322
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002197,OMEPRAZOLE 20 MG GASTRO - RESISTANT TAB,4.25,0,4.25,4.25,4.25,4.25,4.25,4.25,5.738,4.25,4.25,4.25
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002198,Methotrexate (Metex FS 15 mg) 50mg/ml (0.3 m,364.099,0,364.099,364.099,364.099,364.099,364.099,364.099,491.534,364.099,364.099,364.099
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002200,Fluorescein 10% 100mg/mL (5 mL) INJ,47.9,0,47.9,47.9,47.9,47.9,47.9,47.9,64.665,47.9,47.9,47.9
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002202,Metformin (Glucophage) 500 mg (sustained release) TAB,0.471,0,0.471,0.471,0.471,0.471,0.471,0.471,0.636,0.471,0.471,0.471
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002203,Divalproex Sodium 250mg (sustained release),6.37,0,6.37,6.37,6.37,6.37,6.37,6.37,8.6,6.37,6.37,6.37
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002204,Pramipexole 0.75 mg (sustained release) TABLET,2.91,0,2.91,2.91,2.91,2.91,2.91,2.91,3.929,2.91,2.91,2.91
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002208,Multivitamin/Minerals/Extracts (Inversion Femme) CAP,1.623,0,1.623,1.623,1.623,1.623,1.623,1.623,2.191,1.623,1.623,1.623
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002209,AUGMENTIN ( AMOXICILLIN 875 MG AND CALVULANIC ACID 125 MG ),50.981,0,50.981,50.981,50.981,50.981,50.981,50.981,68.824,50.981,50.981,50.981
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002211,Valproate Sodium (Orfiril Long) 300mg (susta,0.534,0,0.534,0.534,0.534,0.534,0.534,0.534,0.722,0.534,0.534,0.534
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002212,Irbesartan (Aprovel) 75mg TAB,2.099,0,2.099,2.099,2.099,2.099,2.099,2.099,2.833,2.099,2.099,2.099
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002213,elatonin 0.25 mg/mL (237 mL) SYR,48.65,0,48.65,48.65,48.65,48.65,48.65,48.65,65.678,48.65,48.65,48.65
